publisher,dagger,book_review_link,author,primary_isbn10,price,primary_isbn13,sunday_review_link,contributor,first_chapter_link,date,title,age_group,weeks_on_list,num_words_in_title
"Little, Brown",0,https://www.nytimes.com/2013/10/24/books/eleanor-cattons-luminaries-man-booker-prize-winner.html,Eleanor Catton,,0,9.78E+12,https://www.nytimes.com/2013/10/17/books/review/eleanor-cattons-booker-prize-winning-luminaries.html,by Eleanor Catton,,11/3/13,THE LUMINARIES,NA,0,1
Putnam,0,,Stuart Woods,,0,9.78E+12,,by Stuart Woods,,11/3/13,DOING HARD TIME,NA,0,3
Marian Wood/Putnam,0,,Sue Grafton,1101636459,0,9.78E+12,,by Sue Grafton,,10/27/13,W IS FOR WASTED,NA,0,4
Kathleen Brooks,0,,Kathleen Brooks,988210886,0,9.78E+12,,by Kathleen Brooks,,10/27/13,SECRETS COLLIDE,NA,0,1
Touchstone,0,,Lee Child,1451684789,0,9.78E+12,,by Lee Child,,10/27/13,INHERIT THE DEAD,NA,0,3
Knopf,0,https://www.nytimes.com/2013/09/20/books/jhumpa-lahiris-new-novel-the-lowland.html,Jhumpa Lahiri,385350406,0,9.78E+12,https://www.nytimes.com/2013/09/29/books/review/jhumpa-lahiris-lowland.html,by Jhumpa Lahiri,,10/27/13,THE LOWLAND,NA,0,1
Center Street,0,,Nelson DeMille,1455576425,0,9.78E+12,,by Nelson DeMille,,10/20/13,THE QUEST,NA,0,1
Grand Central,0,,Sandra Brown,None,0,9.78E+12,,by Sandra Brown,,10/20/13,DEADLINE,NA,0,1
Putnam,0,,J D Robb,None,0,9.78E+12,,by J. D. Robb,,10/20/13,THANKLESS IN DEATH,NA,0,3
Putnam,0,,Catherine Coulter and JT Ellison,,0,9.78E+12,,by Catherine Coulter and J.T. Ellison,,10/20/13,THE FINAL CUT,NA,0,3
Harlequin HQN,0,,Lori Foster,1460319559,0,9.78E+12,,by Lori Foster,,10/13/13,GETTING ROWDY,NA,0,1
Laree Bailey Press,0,,HM Ward,None,0,9.78E+12,,by H.M. Ward,,10/13/13,THE ARRANGEMENT 10,NA,0,3
Jove,0,,JD Robb and others,None,0,9.78E+12,,by J.D. Robb and others,,10/13/13,"MIRROR, MIRROR",NA,0,1
Putnam,0,,Clive Cussler and Thomas Perry,,0,9.78E+12,,by Clive Cussler and Thomas Perry,,10/6/13,THE MAYAN SECRETS,NA,0,3
Penguin,0,,A S A Harrison,,0,9.78E+12,,by A. S. A. Harrison,,9/29/13,THE SILENT WIFE,NA,0,3
Gallery,0,,Lisa Renee Jones,1476727244,0,9.78E+12,,by Lisa Renee Jones,,9/29/13,REVEALING US,NA,0,1
Gallery Books,0,,Christina Lauren,None,0,9.78E+12,,by Christina Lauren,,9/22/13,BEAUTIFUL BOMBSHELL,NA,0,1
Grand Central Publishing,0,,Sandra Brown,145554647X,0,9.78E+12,,by Sandra Brown,,9/22/13,ENVY,NA,0,1
Delacorte,0,,Lee Child,None,0,9.78E+12,,by Lee Child,,9/22/13,HIGH HEAT,NA,0,1
Forever,0,,Jessica Sorensen,1455582727,0,9.78E+12,,by Jessica Sorensen,,9/22/13,BREAKING NOVA,NA,0,1
Rachel Van Dyken,0,,Rachel Van Dyken,None,0,9.78E+12,,by Rachel Van Dyken,,9/15/13,RUIN,NA,0,1
Indie Six,0,,Elisabeth Naughton and others,988986221,0,9.78E+12,,by Elisabeth Naughton and others,,9/15/13,WICKED FIRSTS,NA,0,1
Harper,0,,Daniel Silva,62073206,0,9.78E+12,,by Daniel Silva,,9/8/13,THE ENGLISH GIRL,NA,0,3
Putnam,0,,Frederick Forsyth,,0,9.78E+12,,by Frederick Forsyth,,9/8/13,THE KILL LIST,NA,0,3
Hugh Howey,0,,Hugh Howey,,0,A00B00CYNGPTG,,by Hugh Howey,,9/8/13,DUST,NA,0,1
Kristen Ashley,0,,Kristen Ashley,None,0,A00B00E40F64M,,by Kristen Ashley,,9/1/13,ROCK CHICK REVOLUTION,NA,0,3
"Little, Brown",0,,James Patterson and Howard Roughan,316211192,0,9.78E+12,,by James Patterson and Howard Roughan,,9/1/13,SECOND HONEYMOON,NA,0,1
Seth Clarke,0,,Jasinda Wilder,,0,A00B00DJB6KE2,,by Jasinda Wilder,,9/1/13,STRIPPED,NA,0,1
Emily Bestler/Atria,0,,Brad Thor,1476717117,0,9.78E+12,,by Brad Thor,,9/1/13,HIDDEN ORDER,NA,0,1
Algonquin,0,,Irene Zatko,None,0,9.78E+12,,by Irene Zabytko,,8/25/13,THE SKY UNWASHED,NA,0,3
Forever,0,,Jessica Sorensen,None,0,9.78E+12,,by Jessica Sorensen,,8/25/13,THE REDEMPTION OF CALLIE AND KAYDEN,NA,0,6
Morrow/HarperCollins,0,,Faye Kellerman,62121774,0,9.78E+12,,by Faye Kellerman,,8/25/13,THE BEAST,NA,0,1
"Little, Brown & Company",0,https://www.nytimes.com/2012/09/27/books/book-review-the-casual-vacancy-by-j-k-rowling.html,J K Rowling,316228583,0,9.78E+12,https://www.nytimes.com/2012/10/28/books/review/the-casual-vacancy-by-j-k-rowling.html,by J. K. Rowling,,8/25/13,THE CASUAL VACANCY,NA,0,3
Morrow/HarperCollins,0,,Neil Gaiman,None,0,9.78E+12,https://www.nytimes.com/2013/06/30/books/review/neil-gaimans-ocean-at-the-end-of-the-lane.html,by Neil Gaiman,,8/18/13,THE OCEAN AT THE END OF THE LANE,NA,0,8
Laree Bailey Press,0,,H M Ward,985547367,0,9.78E+12,,by H. M. Ward,,8/18/13,THE ARRANGEMENT 9: THE FERRO FAMILY,NA,0,6
Grand Central,0,,Sandra Brown,1455546445,0,9.78E+12,,by Sandra Brown,,8/11/13,THE WITNESS,NA,0,1
S.L. Jennings,0,,SL Jennings,None,0,A00B00DYVX8TM,,by  S.L. Jennings,,8/11/13,FEAR OF FALLING,NA,0,3
Knopf,0,https://www.nytimes.com/2013/06/18/books/carl-hiaasens-bad-monkey-features-a-cast-of-oddballs.html,Carl Hiaasen,,0,9.78E+12,https://www.nytimes.com/2013/06/16/books/review/carl-hiaasens-bad-monkey-and-more.html,by Carl Hiaasen,,8/11/13,BAD MONKEY,NA,0,1
Berkley,0,,Sylvia Day,None,0,9.78E+12,,by Sylvia Day,,8/4/13,ENTWINED WITH YOU,NA,0,3
Spencer Hill Contemporary,0,,J Lynn,1939392748,0,9.78E+12,,by J. Lynn,,8/4/13,FRIGID,NA,0,1
Golden Unicorn,0,,J S Scott,1939962013,0,9.78E+12,,by J. S. Scott,,8/4/13,THE BILLIONAIRE'S OBSESSION,NA,0,4
Touchstone,0,,J A Jance,1451628706,0,9.78E+12,,by J. A. Jance,,8/4/13,DEADLY STAKES,NA,0,1
J.C. Reed,0,,JC Reed,None,0,A00B00BTJQZNC,,by J.C. Reed,,7/28/13,SURRENDER YOUR LOVE,NA,0,3
Laree Bailey,0,,H M Ward,985547340,0,9.78E+12,,by H. M. Ward,,7/21/13,DAMAGED 2,NA,0,1
Vintage,0,,Jo Nesbo,,0,9.78E+12,,by Jo Nesbo,,7/21/13,THE BAT,NA,0,1
J.C. Reed,0,,JC Reed,None,0,A00B00D9A2NZ8,,by  J.C. Reed,,7/21/13,CONQUER YOUR LOVE,NA,0,3
"Reagan Arthur/Little, Brown",0,,Elin Hilderbrand,316227188,0,9.78E+12,,by Elin Hilderbrand,,7/21/13,BEAUTIFUL DAY,NA,0,1
Zebra,0,,Fern Michaels,None,0,9.78E+12,,by Fern Michaels,,7/14/13,GOTCHA!,NA,0,1
Avon,0,,Stephanie Laurens,None,0,9.78E+12,,by Stephanie Laurens,,7/14/13,THE TAMING OF RYDER CAVANAUGH,NA,0,5
"Little, Brown",0,https://www.nytimes.com/2005/09/29/books/29masl.html,Michael Connelly,759514712,0,9.78E+12,https://www.nytimes.com/2005/10/09/books/review/09crime.html,by Michael Connelly,,7/7/13,THE LINCOLN LAWYER,NA,0,3
Scribner,0,https://www.nytimes.com/2013/05/30/books/the-silver-star-a-novel-by-jeannette-walls.html,Jeannette Walls,,0,9.78E+12,https://www.nytimes.com/2013/06/30/books/review/the-silver-star-by-jeannette-walls.html,by Jeannette Walls,,7/7/13,THE SILVER STAR,NA,0,3
Simon & Schuster,0,,Lauren Weisberger,1439146950,0,9.78E+12,https://www.nytimes.com/2003/04/13/books/anna-dearest.html,by Lauren Weisberger,,7/7/13,REVENGE WEARS PRADA,NA,0,3
Threshold Editions,0,,Glenn Beck,1451635834,0,9.78E+12,,by Glenn Beck,,6/30/13,THE EYE OF MOLOCH,NA,0,4
Grand Central,0,,Jeffery Deaver,1455517070,0,9.78E+12,,by Jeffery Deaver,,6/30/13,THE KILL ROOM,NA,0,3
"Little, Brown",0,,James Patterson and Maxine Paetro,,0,9.78E+12,,by James Patterson and Maxine Paetro,,6/30/13,12TH OF NEVER,NA,0,3
Putnam,0,,John Sandford,None,0,9.78E+12,,by John Sandford,,6/30/13,SILKEN PREY,NA,0,1
Harlequin Mira,0,,Sherryl Woods,778314464,0,9.78E+12,,by Sherryl Woods,,6/23/13,SEA GLASS ISLAND,NA,0,3
Putnam,0,,Clive Cussler and Graham Brown,None,0,9.78E+12,,by Clive Cussler and Graham Brown,,6/23/13,ZERO HOUR,NA,0,1
Bantam,0,,Janet Evanovich and Lee Goldberg,None,0,9.78E+12,,by Janet Evanovich and Lee Goldberg,,6/16/13,PROS AND CONS,NA,0,3
Ace,0,,Charlaine Harris,None,0,9.78E+12,,by Charlaine Harris,,6/16/13,DEAD EVER AFTER,NA,0,3
Harlequin HQN,0,,Susan Mallery,None,0,9.78E+12,,by Susan Mallery,,6/16/13,JUST ONE KISS,NA,0,3
Ballantine,0,,Meg Waite Clayton,345507843,0,9.78E+12,,by Meg Waite Clayton,,6/9/13,THE WEDNESDAY SISTERS,NA,0,3
Cassia Leo,0,,Cassia Leo,None,0,A00B00CLXL4HW,,by Cassia Leo,,6/9/13,PIECES OF YOU,NA,0,3
Morrow,0,,Molly McAdams,None,0,9.78E+12,,by Molly McAdams,,6/9/13,STEALING HARPER,NA,0,1
Grand Central,0,,Sandra Brown,1455546313,0,9.78E+12,,by Sandra Brown,,6/9/13,FRENCH SILK,NA,0,1
M. Leighton,0,,M Leighton,None,0,A00B00CR6Q5HM,,by M. Leighton,,6/2/13,UNTIL I BREAK,NA,0,3
Grand Central,0,,Nicholas Sparks,446574244,0,9.78E+12,,by Nicholas Sparks,,6/2/13,SAFE HAVEN,NA,0,1
Katy Evans,0,,Katy Evans,None,0,A00B00C9QORFW,,by Katy Evans,,5/26/13,REAL,NA,0,1
Simon & Schuster,0,,Mary Higgins Clark,1451668961,0,9.78E+12,,by Mary Higgins Clark,,5/26/13,DADDY'S GONE A HUNTING,NA,0,5
St. Martin's,0,,Kristin Hannah,None,0,9.78E+12,,by Kristin Hannah,,5/26/13,FLY AWAY,NA,0,1
HQN,0,,Lori Foster,None,0,9.78E+12,,by Lori Foster,,5/19/13,BARE IT ALL,NA,0,3
Harlequin Mira,0,,Susan Wiggs,None,0,9.78E+12,,by Susan Wiggs,,5/19/13,THE APPLE ORCHARD,NA,0,3
"Little, Brown",0,,James Patterson,316097527,0,9.78E+12,,by James Patterson,,5/12/13,"ALEX CROSS, RUN",NA,0,3
"Little, Brown",0,https://www.nytimes.com/2013/03/26/books/life-after-life-a-novel-by-kate-atkinson.html,Kate Atkinson,316230804,0,9.78E+12,https://www.nytimes.com/2013/04/28/books/review/life-after-life-by-kate-atkinson.html,by Kate Atkinson,,5/12/13,LIFE AFTER LIFE,NA,0,3
Emily Bestler/Atria,0,,Jodi Picoult,1439149704,0,9.78E+12,,by Jodi Picoult,,5/12/13,THE STORYTELLER,NA,0,1
Random House,0,https://www.nytimes.com/2013/03/28/books/the-burgess-boys-a-novel-by-elizabeth-strout.html,Elizabeth Strout,812984617,0,9.78E+12,https://www.nytimes.com/2013/04/28/books/review/the-burgess-boys-by-elizabeth-strout.html,by Elizabeth Strout,,5/12/13,THE BURGESS BOYS,NA,0,3
Oak Press,0,,Bella Andre,None,0,9.78E+12,,by Bella Andre,,3/24/13,ALWAYS ON MY MIND,NA,0,4
Random House Publishing,0,,Lara Adrian,345532619,0,9.78E+12,,by Lara Adrian,,3/17/13,EDGE OF DAWN,NA,0,3
Random House Publishing,0,,Debbie Macomber,None,0,9.78E+12,,by Debbie Macomber,,3/17/13,HEARTSONG,NA,0,1
HarperCollins Publishers,0,,John Irving,62235184,0,9.78E+12,https://www.nytimes.com/1985/05/26/books/guilt-and-compassion.html,by John Irving,,3/10/13,THE CIDER HOUSE RULES,NA,0,4
Gallery Books,0,,Christina Lauren,None,0,9.78E+12,,by Christina Lauren,,3/10/13,BEAUTIFUL BASTARD,NA,0,1
"Little, Brown & Company",0,,James Patterson and Mark Sullivan,,0,9.78E+12,,by James Patterson and Mark Sullivan,,3/10/13,PRIVATE BERLIN,NA,0,1
Crown Publishing,0,,Herman Koch,None,0,9.78E+12,,by Herman Koch,,3/10/13,THE DINNER,NA,0,1
Lisa Renee Jones,0,,Lisa Renee Jones,None,0,A00B008Y0J9OQ,,by Lisa Renee Jones,,3/10/13,"TALL, DARK AND DEADLY",NA,0,4
Penguin Group,0,,Robert Crais,None,0,9.78E+12,,by Robert Crais,,3/3/13,SUSPECT,NA,0,1
Crown Publishing,0,,Taylor Stevens,307717119,0,9.78E+12,,by Taylor Stevens,,3/3/13,THE INFORMATIONIST,NA,0,1
Random House Publishing,0,https://www.nytimes.com/2013/01/15/books/tenth-of-december-stories-by-george-saunders.html,George Saunders,812993802,0,9.78E+12,https://www.nytimes.com/2013/02/03/books/review/tenth-of-december-by-george-saunders.html,by George Saunders,,3/3/13,TENTH OF DECEMBER,NA,0,3
Sapphire Star Publishing,0,,A L Jackson,1938404505,0,9.78E+12,,by A. L. Jackson,,3/3/13,LOST TO YOU,NA,0,3
Gail McHugh,0,,Gail McHugh,None,0,A00B00B385VCU,,by Gail McHugh,,2/24/13,COLLIDE,NA,0,1
Oak Press,0,,Lucy Kevin,1938127250,0,9.78E+12,,by Lucy Kevin,,2/24/13,FOUR WEDDINGS AND A FIASCO BOXED SET,NA,0,7
Simon & Schuster,0,,Isaac Marion,1439192332,0,9.78E+12,,by Isaac Marion,,2/24/13,WARM BODIES,NA,0,1
Simon & Schuster,0,,Sister Souljah,1439165343,0,9.78E+12,,by Sister Souljah,,2/17/13,A DEEPER LOVE INSIDE,NA,0,4
Jessica Sorensen,0,,Jessica Sorensen,None,0,A00B00ANDLC6K,,by Jessica Sorensen,,2/17/13,THE COINCIDENCE OF CALLIE AND KAYDEN,NA,0,6
Revell,0,,Lorena McCourtney,1441238220,0,9.78E+12,,by Lorena McCourtney,,2/17/13,DYING TO READ,NA,0,3
Penguin Group,0,,Sylvia Day,None,0,9.78E+12,,by Sylvia Day,,2/10/13,REFLECTED IN YOU,NA,0,3
Simon & Schuster,0,,Glenn Beck with Harriet Parke,1476717001,0,9.78E+12,,by Glenn Beck with Harriet Parke,,2/3/13,AGENDA 21,NA,0,1
HarperCollins Publishers,0,,James Rollins and Rebecca Cantrell,62235753,0,9.78E+12,,by James Rollins and Rebecca Cantrell,,1/27/13,THE BLOOD GOSPEL,NA,0,3
Grand Central Publishing,0,,James Patterson and Mark Pearson,1455515531,0,9.78E+12,,by James Patterson and Mark Pearson,,1/27/13,PRIVATE LONDON,NA,0,1
Random House Publishing,0,,Janet Evanovich,345527755,0,9.78E+12,,by Janet Evanovich,,1/20/13,NOTORIOUS NINETEEN,NA,0,1
Penguin Group,0,,Tom Clancy with Mark Greaney,,0,9.78E+12,,by Tom Clancy with Mark Greaney,,1/20/13,THREAT VECTOR,NA,0,1
Simon & Schuster,0,https://www.nytimes.com/2009/11/12/books/12book.html,Stephen King,1439168032,0,9.78E+12,https://www.nytimes.com/2009/11/08/books/review/JParker-t.html,by Stephen King,,1/13/13,"UNDER THE DOME, PART 1",NA,0,5
Algonquin,0,https://www.nytimes.com/2007/07/11/books/11elep.html,Sara Gruen,1565125851,0,9.78E+12,https://www.nytimes.com/2006/06/04/books/review/04judd.html,by Sara Gruen,,1/13/13,WATER FOR ELEPHANTS,NA,0,3
FaithWords,0,,Wm Paul Young,145551604X,0,9.78E+12,,by Wm. Paul Young,,1/6/13,CROSS ROADS,NA,0,1
Knopf Doubleday Publishing,0,https://www.nytimes.com/2012/12/06/books/the-twelve-tribes-of-hattie-by-ayana-mathis.html,Ayana Mathis,385350287,0,9.78E+12,,by Ayana Mathis,,1/6/13,THE TWELVE TRIBES OF HATTIE,NA,0,5
Hyperion Press,0,,Mitch Albom,1401322786,0,9.78E+12,,by Mitch Albom,,1/6/13,THE TIME KEEPER,NA,0,3
HarperCollins Publishers,0,https://www.nytimes.com/2012/10/16/books/the-round-house-louise-erdrichs-new-novel.html,Louise Erdrich,62065246,0,9.78E+12,https://www.nytimes.com/2012/10/14/books/review/the-round-house-by-louise-erdrich.html,by Louise Erdrich,,12/30/12,THE ROUND HOUSE,NA,0,3
Penguin Group,0,,Jim Butcher,451464400,0,9.78E+12,,by Jim Butcher,,12/23/12,COLD DAYS,NA,0,1
Penguin Group,0,https://www.nytimes.com/2012/09/17/books/ken-follett-offers-second-volume-of-century-trilogy.html,Ken Follett,525952926,0,9.78E+12,,by Ken Follett,,12/23/12,WINTER OF THE WORLD,NA,0,4
Penguin Group,0,,Nora Roberts,None,0,9.78E+12,,by Nora Roberts,,12/23/12,THE PERFECT HOPE,NA,0,3
Random House Publishing,0,,Kevin Hearne,345535626,0,9.78E+12,,by Kevin Hearne,,12/16/12,TRAPPED,NA,0,1
Raine Miller Romance,0,,Raine Miller,None,0,9.78E+12,,by Raine Miller,,12/9/12,NAKED,NA,0,1
Penguin Group,0,,Clive Cussler and Dirk Cussler,,0,9.78E+12,,by Clive Cussler and Dirk Cussler,,12/9/12,POSEIDON'S ARROW,NA,0,3
Grand Central Publishing,0,,Nelson DeMille,1455518379,0,9.78E+12,,by Nelson DeMille,,12/2/12,THE PANTHER,NA,0,1
Samhain Publishing,0,,Cherrie Lynn,None,0,9.78E+12,,by Cherrie Lynn,,12/2/12,LEAVE ME BREATHLESS,NA,0,3
Penguin Group,0,,Patricia Cornwell,None,0,9.78E+12,,by Patricia Cornwell,,11/25/12,THE BONE BED,NA,0,3
Random House Publishing,0,,Danielle Steel,None,0,9.78E+12,,by Danielle Steel,,11/25/12,THE SINS OF THE MOTHER,NA,0,5
Random House Publishing,0,,David Mitchell,375507256,0,9.78E+12,https://www.nytimes.com/2004/08/29/books/history-is-a-nightmare.html,by David Mitchell,,11/25/12,CLOUD ATLAS,NA,0,1
Laurann Dohner,0,,Laurann Dohner,None,0,9.78E+12,,by Laurann Dohner,,11/18/12,SHADOW,NA,0,1
Cora Carmack,0,,Cora Carmack,None,0,9.78E+12,,by Cora Carmack,,11/18/12,LOSING IT,NA,0,1
"Little, Brown & Company",0,,Michael Connelly,316233684,0,9.78E+12,,by Michael Connelly,,11/18/12,THE SAFE MAN,NA,0,3
Random House Publishing,0,,Debbie Macomber,345535960,0,9.78E+12,,by Debbie Macomber,,11/11/12,ANGELS AT THE TABLE,NA,0,4
M. Leighton,0,,M Leighton,None,0,A00B009FG00N2,,by M. Leighton,,11/11/12,DOWN TO YOU,NA,0,3
S.H. Kolee,0,,SH Kolee,None,0,A00B009FHSYSY,,by S.H. Kolee,,11/4/12,LOVE LEFT BEHIND,NA,0,3
Penguin Group,0,https://www.nytimes.com/2010/09/24/books/24book.html,Ken Follett,None,0,9.78E+12,https://www.nytimes.com/2010/10/03/books/review/Boylan-t.html,by Ken Follett,,10/28/12,FALL OF GIANTS,NA,0,3
HarperCollins Publishers,0,https://www.nytimes.com/2012/10/04/books/live-by-night-by-dennis-lehane.html,Dennis Lehane,62200291,0,9.78E+12,https://www.nytimes.com/2012/10/21/books/review/dennis-lehanes-live-by-night-and-more.html,by Dennis Lehane,,10/28/12,LIVE BY NIGHT,NA,0,3
Grand Central Publishing,0,,Sandra Brown,1455501530,0,9.78E+12,,by Sandra Brown,,10/28/12,LOW PRESSURE,NA,0,1
Knopf Doubleday Publishing,0,,Jo Nesbo,030796048X,0,9.78E+12,,by Jo Nesbo,,10/28/12,PHANTOM,NA,0,1
HarperCollins Publishers,0,,Stephanie Laurens,62066269,0,9.78E+12,,by Stephanie Laurens,,10/14/12,THE LADY RISKS ALL,NA,0,4
Penguin Group,0,,J D Robb,None,0,9.78E+12,,by J. D. Robb,,10/14/12,DELUSION IN DEATH,NA,0,3
Random House Publishing,0,,Maya Banks,345536037,0,9.78E+12,,by Maya Banks,,10/14/12,NEVER SEDUCE A SCOT,NA,0,4
Penguin Group,0,,Stuart Woods,None,0,9.78E+12,,by Stuart Woods,,10/14/12,SEVERE CLEAR,NA,0,1
Tom Doherty Associates,0,,David Weber,1429944684,0,9.78E+12,,by David Weber,,10/7/12,MIDST TOIL AND TRIBULATION,NA,0,4
Penguin Group,0,,Amor Towles,None,0,9.78E+12,https://www.nytimes.com/2011/08/14/books/review/rules-of-civility-by-amor-towles-book-review.html,by Amor Towles,,10/7/12,RULES OF CIVILITY,NA,0,3
Penguin Group,0,,Clive Cussler and Thomas Perry,None,0,9.78E+12,,by Clive Cussler and Thomas Perry,,10/7/12,THE TOMBS,NA,0,1
Entangled Publishing,0,,Katee Robert,None,0,A00B008NIJK9I,,by Katee Robert,,10/7/12,"WRONG BED, RIGHT GUY",NA,0,4
Penguin Group,0,,Michael Brandman,None,0,9.78E+12,,by Michael Brandman,,9/30/12,ROBERT B. PARKER'S FOOL ME TWICE,NA,0,7
Penguin Group,0,,Beth Kery,None,0,9.78E+12,,by Beth Kery,,9/30/12,BECAUSE YOU ARE MINE PART VII,NA,0,6
Random House Publishing,0,,Tess Gerritsen,345535952,0,9.78E+12,,by Tess Gerritsen,,9/30/12,LAST TO DIE,NA,0,3
St. Martin's Press,0,,Emily Giffin,1429957867,0,9.78E+12,,by Emily Giffin,,9/23/12,WHERE WE BELONG,NA,0,3
Berkley,0,,Nalini Singh,None,0,9.78E+12,,by Nalini Singh,,9/23/12,ARCHANGEL‰ÛªS STORM,NA,0,3
Simon & Schuster,0,,Jamie McGuire,1476712050,0,9.78E+12,,by Jamie McGuire,,9/23/12,BEAUTIFUL DISASTER,NA,0,1
Kensington Publishing,0,,G A Aiken,1420131001,0,9.78E+12,,by G. A. Aiken,,9/23/12,HOW TO DRIVE A DRAGON CRAZY,NA,0,6
Pocket Books,0,,Jude Deveraux,None,0,9.78E+12,,by Jude Deveraux,,9/16/12,STRANGER IN THE MOONLIGHT,NA,0,4
Penguin Group,0,,Beth Kery,None,0,9.78E+12,,by Beth Kery,,9/16/12,BECAUSE YOU ARE MINE PART V,NA,0,6
Simon & Schuster,0,,Brad Thor,1439193061,0,9.78E+12,,by Brad Thor,,9/16/12,BLACK LIST,NA,0,1
Penguin Group,0,,Beth Kerry,1101608528,0,9.78E+12,,by Beth Kerry,,9/9/12,BECAUSE YOU ARE MINE PART IV,NA,0,6
Grand Central Publishing,0,,David Baldacci,446573027,0,9.78E+12,,by David Baldacci,,9/9/12,ZERO DAY,NA,0,1
Delacorte Press,0,,Lee Child,None,0,9.78E+12,,by Lee Child,,9/9/12,DEEP DOWN,NA,0,1
Random House Publishing,0,,Dean Koontz,345533585,0,9.78E+12,,by Dean Koontz,,9/9/12,ODD APOCALYPSE,NA,0,1
"Little, Brown & Company",0,,James Patterson and Michael Ledwidge,316097470,0,9.78E+12,,by James Patterson and Michael Ledwidge,,9/2/12,"I, MICHAEL BENNETT",NA,0,3
Penguin Group,0,,W E B Griffin and William E Butterworth IV,None,0,9.78E+12,,by W. E. B. Griffin and William E. Butterworth IV,,8/26/12,THE SPYMASTERS,NA,0,1
HarperCollins Publishers,0,,Daniel Silva,62073176,0,9.78E+12,,by Daniel Silva,,8/26/12,THE FALLEN ANGEL,NA,0,3
Random House Publishing,0,,Danielle Steel,345533569,0,9.78E+12,,by Danielle Steel,,8/26/12,FRIENDS FOREVER,NA,0,1
HarperCollins Publishers,0,,Lynsay Sands,None,0,9.78E+12,,by Lynsay Sands,,8/19/12,THE LADY IS A VAMP,NA,0,5
Grand Central Publishing,0,,Jill Shalvis,1455503703,0,9.78E+12,,by Jill Shalvis,,8/19/12,FOREVER AND A DAY,NA,0,4
Penguin Group,0,,Kay Hooper,,0,9.78E+12,,by Kay Hooper,,8/19/12,HAVEN,NA,0,1
Random House Publishing,0,,John Grisham,034553056X,0,9.78E+12,,by John Grisham,,8/12/12,THE LITIGATORS,NA,0,1
Penguin Group,0,,Catherine Coulter,None,0,9.78E+12,,by Catherine Coulter,,8/12/12,BACKFIRE,NA,0,1
Rerum Publishing House,0,,R L Mathewson,None,0,2.94E+12,,by R. L. Mathewson,,8/12/12,PLAYING FOR KEEPS,NA,0,3
St. Martin's Press,0,,Iris Johansen and Roy Johansen,None,0,9.78E+12,,by Iris Johansen and Roy Johansen,,8/5/12,CLOSE YOUR EYES,NA,0,3
Atria Books,0,,Jennifer Weiner,1451617771,0,9.78E+12,,by Jennifer Weiner,,8/5/12,THE NEXT BEST THING,NA,0,4
Penguin Group,0,,Deborah Harkness,None,0,9.78E+12,,by Deborah Harkness,,8/5/12,A DISCOVERY OF WITCHES,NA,0,4
Random House Publishing,0,,Karin Slaughter,345528514,0,9.78E+12,,by Karin Slaughter,,7/29/12,CRIMINAL,NA,0,1
Penguin Group,0,,Linda Fairstein,,0,9.78E+12,,by Linda Fairstein,,7/29/12,NIGHT WATCH,NA,0,1
"Little, Brown & Company",0,,Elin Hilderbrand,316202479,0,9.78E+12,,by Elin Hilderbrand,,7/22/12,SUMMERLAND,NA,0,1
"Little, Brown & Company",0,,James Patterson and Maxine Paetro,316097489,0,9.78E+12,,by James Patterson and Maxine Paetro,,7/22/12,11TH HOUR,NA,0,1
HarperCollins Publishers,0,,James Rollins,62194909,0,9.78E+12,,by James Rollins,,7/22/12,BLOODLINE,NA,0,1
Grand Central Publishing,0,,David Baldacci,446573000,0,9.78E+12,,by David Baldacci,,7/22/12,THE INNOCENT,NA,0,1
Random House Publishing,0,,Karen Thompson Walker,679644385,0,9.78E+12,https://www.nytimes.com/2012/08/19/books/review/into-the-darkest-corner-by-elizabeth-haynes-and-more.html,by Karen Thompson Walker,,7/22/12,THE AGE OF MIRACLES,NA,0,4
HQN,0,,Gena Showalter,None,0,9.78E+12,,by Gena Showalter,,7/15/12,WICKED NIGHTS,NA,0,1
Knopf Doubleday Publishing,0,,John Grisham,385536089,0,9.78E+12,,by John Grisham,,7/8/12,CALICO JOE,NA,0,1
Berkley,0,,Nora Roberts,None,0,9.78E+12,,by Nora Roberts,,7/8/12,THE LAST BOYFRIEND,NA,0,3
Penguin Group,0,,Clive Cussler and Graham Brown,,0,9.78E+12,,by Clive Cussler and Graham Brown,,7/8/12,THE STORM,NA,0,1
Grand Central Publishing,0,,Nicholas Sparks,446542180,0,9.78E+12,,by Nicholas Sparks,,7/8/12,THE LUCKY ONE,NA,0,3
Kensington,0,,Lisa Jackson,,0,9.78E+12,,by Lisa Jackson,,7/1/12,AFRAID TO DIE,NA,0,3
Random House Publishing,0,,Karin Slaughter,345538161,0,9.78E+12,,by Karin Slaughter,,6/24/12,SNATCHED,NA,0,1
Random House Publishing,0,,George R R Martin,055389787X,0,9.78E+12,,by George R. R. Martin,,6/24/12,A STORM OF SWORDS,NA,0,4
Putnam,0,,Nora Roberts,None,0,9.78E+12,,by Nora Roberts,,6/17/12,THE WITNESS,NA,0,1
Random House Publishing,0,,Janet Evanovich,345527739,0,9.78E+12,,by Janet Evanovich,,6/10/12,EXPLOSIVE EIGHTEEN,NA,0,1
Random House Publishing,0,,Steve Berry,345526538,0,9.78E+12,,by Steve Berry,,6/10/12,THE COLUMBUS AFFAIR,NA,0,3
